Feature	S9_Z05
depdc5	0
depdc7	0
depp	0
deptor	0
der	7351.603630000004
der1	0
dera	14.6747
derl1	0
derl2	0
derl3	0
des	579.4917599999998
des1	0
desa	207.31889000000004
desa1	232.63833000000002
desa1_1	0
desa2	0
desa3	0
desa3_2	0
desb	0
desc	1040.87937
desd	6.80173
desi1	0
desi2	0
desk	23.28586
desr	14.82301
dest	0
det1	6.22177
det3	0
deva	35.39932
devb	45.40075
devc	29.46592
devr	0
devs	5.83011
dex	3.14474
dexb	150.65653
dfa1	79.61602
dfa3	95.2973
dfa4	0
dfg10	0
dfnb31	0
dfp	2731.7215200000005
dfr	0
dfr1	0
dfra	2207.760699999999
dfx	0
dga1	0
dgat	0
dgat1	0
dgat1-2	0
dgat2	0
dgat2l6	0
dgca	0
dgcb	23.7226
dgcr14	0
dgcr6	0
dgcr8	0
dgd	0
dgd1	0
dgda	0
dgdr	161.29891
dgha	0
dgk	1840.1838799999996
dgk1	0
dgk2	12.2665
dgk-3	0
dgka	1870.677000000001
dgkd	4.21156
dgke	0
dgkg	0
dgkh	0
dgki	28.1257
dgkk	0
dgkq	0
dgkz	0
dgla	0
dgoa	1197.2416200000005
dgoa2	13.55658
dgod	1853.612900000001
dgok	1410.7984300000005
dgor	7.17343
dgot	14.9234
dgs	14.984689999999999
dgt	6163.210919999997
dgt1	8.69958
dgta	0
dgth	0
dgtp	0
dguok	0
dhaa	1181.8769300000004
dhab	0
dhad	0
dhaf	0
dhak	314.55400999999995
dhak2	13.01177
dhal	356.40298
dham	0
dhar	0
dhar1	17.64159
dhar2	0
dhar5	0
dhar7	0
dhas	3736.5085000000004
dhat	316.55875000000003
dhat1	4.69199
dhat2	0
dhba	10.643249999999998
dhbc	13.840209999999999
dhbe	0
dhbf	6.46855
dhc2	0
dhc-3	0
dhcr24	4.4856
dhcr7	0
dhd	0
dhdds	0
dhdh	48.348
dhe	0
dhfr	22.09942
dhfr-ts	17.631700000000002
dhg2	0
dhh	0
dhh1	0
dhka	6.55465
dhkj	0
dhla	0
dhlb	5.54418
dhlc	0
dhma	1919.71126
dhma2	16.0956
dho	34.97518
dhodh	166.3764
dhps	0
dhrs	0
dhrs1	18.78985
dhrs11	28.3233
dhrs12	0
dhrs13	4.98988
dhrs2	0
dhrs3	0
dhrs4	395.8349
dhrs7	6.74704
dhrs7b	31.050800000000002
dhrs7c	7.77301
dhrs9	7.12538
dhrsx	0
dhs	2599.5357900000004
dhs1	43.96027000000001
dhs2	0
dhs-20	0
dhs-24	0
dhs34	0
dhs-8	0
dhss	41.6957
dht	1018.46233
dhtkd1	14.557030000000001
dhx15	0
dhx16	5.24575
dhx29	3.54867
dhx30	0
dhx33	0
dhx34	6.41847
dhx35	4.89635
dhx36	0
dhx37	0
dhx38	0
dhx40	0
dhx57	0
dhx58	0
dhx8	4.41918
dhx9	0
dia2	0
dia4	0
diaa	39.119699999999995
diaph1	0
diaph2	0
diaph3	0
dib1	0
dic1	0
dica	0
dicer1	0
did4	0
dido1	0
diexf	0
difa	0
difb	10.7905
difc	0
difd	0
dife	0
dim1	0
dim2	687.3397
dimt1	0
dinb	5350.185749999998
dinb_1	0
dinb_2	36.70324
dinb2	0
dind	0
dinf	5166.770559999995
ding	2012.388819999999
dinj	0
dinp	15.485430000000001
dio1	14.38544
dio2	0
dio3	18.088990000000003
dip	0
dip1	0
dip2	9.54756
dip2c	0
dip5	0
dipz	12.58032
diras1	0
diras2	0
diras3	0
dirc2	0
dis3	60.89733999999999
dis3l	0
dis3l2	0
disa	406.96985
disp1	0
disp2	0
dit1	0
dit2	0
diti	0
dito	0
divib	448.53310000000005
divic	1269.81924
diviva	19.2406
divj	3.03249
divk	33.18855
divl	565.4084700000001
dixdc1	0
djla	2525.7052500000004
djp1	0
djr-1.1	0
djr-1.2	0
dkc1	0
dkf-1	0
dkf-2	0
dkg	0
dkga	304.6135
dkga2	0
dkgb	27.12959
dkgv	0
dkk3	0
dkk4	0
dksa	9454.260920000004
dksa1	13.53392
dksa3	0
dlat	0
dlc-1	0
dlc1	0
dlc-d	0
dld	916.78127
dld1	64.40693
dld2	13.4573
dldh	17.3524
dldh5	0
dlec1	0
dlg1	0
dlg2	0
dlg3	16.0249
dlg4	0
dlg5	0
dlgap1	0
dlgap4	0
dlgap5	0
dlgd	16.81831
dlhh	4.86872
dlhh2	0
dlk1	0
dlk2	0
dll3	0
dll4	0
dlpa	51.350120000000004
dlst	0
dlta	7.11801
dltb	0
dltb_1	0
dltb_2	0
dltc	0
dltd	0
dlte	9.16528
dlte3	9.40541
dltr	0
dlts	0
dlx1	0
dlx3	0
dlx4	0
dmap1	0
dmas1	0
dmbt1	0
dmbx1	0
dmc1	23.67266
dmd	0
dmda	3832.576400000003
dme	776.17629
dmef	0
dmgdh	5.49898
dmgdh1	893.0134499999999
dmgdh2	4330.070880000002
dmgdh3	474.79456000000005
dmgdh4	1215.4601000000002
dmgdh5	454.28637
dmi1	33.39784
dmkn	3.23704
dml	0
dml1	0
dmla	0
dmlr	0
dmlr_14	0
dmlr2	0
dmlr_3	0
dmlr_7	0
dmlr_8	12.8477
dmnb	26.9573
dmoa	0
dmpa	202.86251
dmpc	0
dmpg	63.183800000000005
dmph	0
dmpi	38.849030000000006
dmpk	8.76275
dmpm	25.28755
dmpn	24.869040000000002
dmpo	24.869040000000002
dmpp	69.16028
dmra	5.44198
dmrt2b	0
dmrt3	0
dmrta2	0
dmrx	42.993700000000004
dmsa	84.64999
dmsa2	2.62209
dmsb	0
dmsc	1122.25563
dmsd	0
dmtf1	0
dmtn	0
dmwd	0
dmxl1	5.27753
dna2	1162.9447099999998
dnaa	12015.006619999995
dnaa1	0
dnaa2	0
dnaaf1	0
dnaaf2	0
dnaaf3	5.21519
dnab	10320.509219999989
dnab3	0
dnac	111.37985
dnad	0
dnae	10406.035890000008
dnae-2	14.760019999999999
dnae_2	0
dnae2	1869.065079999999
dnae2_2	0
dnae2_3	4.56321
dnag	12046.857750000012
dnag_4	0
dnah	0
dnah1	6.9600100000000005
dnah10	14.619209999999999
dnah11	0
dnah12	0
dnah14	0
dnah17	0
dnah2	4.88342
dnah3	8.76063
dnah5	0
dnah6	0
dnah7	7.59383
dnah8	3.76662
dnah9	0
dnai	35.4495
dnai1	0
dnai2	1.62525
dnai3	0
dnaj	13283.787839999994
dnaj1	38.073010000000004
dnaj_2	0
dnaj2	2767.8917700000006
dnaj3	416.76705999999996
dnaj_6	0
dnaj_7	0
dnaja1	0
dnaja2	0
dnaja3	0
dnaja4	14.585
dnajb1	0
dnajb11	12.853
dnajb12	0
dnajb13	0
dnajb14	2.83148
dnajb2	7.1983
dnajb3	0
dnajb4	0
dnajb5	15.8171
dnajb6	9.7941
dnajb7	3.30279
dnajb8	0
dnajb9	0
dnajc1	0
dnajc10	24.11646
dnajc11	5.2902
dnajc12	0
dnajc13	0
dnajc14	0
dnajc15	0
dnajc16	34.465759999999996
dnajc17	3.6618
dnajc18	6.85793
dnajc19	0
dnajc2	0
dnajc21	46.04021
dnajc22	0
dnajc24	0
dnajc25	9.54311
dnajc27	0
dnajc28	0
dnajc3	20.612679999999997
dnajc30	0
dnajc4	0
dnajc5	0
dnajc5b	53.8916
dnajc5g	11.2028
dnajc7	25.382199999999997
dnajc8	0
dnajc9	0
dnak	13562.294520000007
dnak-1	0
dnak1	59.73899
dnak2	77.74594
dnak4	6.58227
dnal	8.93163
dnal1	4.23173
dnal4	5.42422
dnali1	0
dnan	10601.026669999992
dnan1	0
dnaq	9891.031230000006
dnaq_1	0
dnaq_2	14.579430000000002
dnaq2	458.47961999999995
dnase1	142.38443999999998
dnase1l1	0
dnase1l2	49.57353
dnase1l3	40.1926
dnase2	0
dnase2b	0
dnax	10273.35702
dnc	12.245239999999999
dnda	0
dndb	9.19078
dndc	0
dndd	35.74228
dnde	0
dner	0
dnf1	0
dnf2	0
dnf3	0
dnhd1	0
dnj-20	0
dnj-25	0
dnlz	0
dnm1	0
dnm1l	0
dnm2	0
dnm3	5.0591
dnmbp	0
dnmt1	9.640039999999999
dnmt2	0
dnmt3a	0
dnmt3b	0
dnpep	0
dnph1	34.30453
dnr	0
dnr1	5.96636
dnrd	22.239310000000003
dnro	4.04207
dnrs	0
dntt	0
dnttip1	0
dnttip2	0
doa4	0
doc	172.84766000000002
doc2a	0
doc2b	0
doc2g	0
dock1	0
dock10	0
dock11	0
dock2	0
dock3	0
dock4	0
dock5	0
dock6	0
dock7	0
dock9	0
doda	0
doea	4.06643
doeb	420.96347
doec	0
doed	40.448800000000006
doex	0
dogt1	0
dohh	73.87017
dolk	0
dolpp1	13.05798
dom34	8.167440000000001
dome	0
donson	0
dop	339.6843099999999
dopey1	0
dopey2	0
dora	0
dors	63.77
dos	0
dosc	69.7683
dosc_1	0
dosp	14.328759999999999
dot1	0
dot1l	0
dot2	0
dot5	8.6954
dot6	0
dota	4.77047
dotb	4.7023
dotc	0
dotd	4.14081
dotf	0
dotu1	0
dotv	1.16378
dox	7.2351
dox2	0
doxd	44.9349
doxx	1138.0978200000002
dp	0
dp2	0
dpagt1	17.96468
dpal	4075.1960400000003
dpb11	0
dpb2	0
dpb3	0
dpbf	0
dpcd	3.88213
dpcr1	0
dpe1	3.17477
dpe2	11.87714
dpep	0
dpep1	0
dpep2	0
dpep3	0
dpf2	0
dpf3	0
dpg	0
dph1	0
dph2	693.25937
dph3	0
dph4	0
dph5	518.1125
dph6	352.82552000000004
dph7	0
dphb	302.02979999999997
dpia	0
dpib	0
dpl1	8.48889
dpm	0
dpm1	2630.371519999999
dpm2	4.56371
dpm3	0
dpms	0
dpna	83.4313
dpnb	0
dpnc	5.03411
dpnd	0
dpnii	0
dpnm	66.10529000000001
dpo	197.13654
dpo1	5.70465
dpol	0
dpp	1654.500270000001
dpp1	0
dpp10	0
dpp11	91.15651999999999
dpp2	0
dpp3	0
dpp4	128.96712
dpp5	0
dpp6	0
dpp7	126.19612000000001
dpp8	0
dpp9	0
dppa	404.54288
dppa_1	10.6769
dppa1	0
dppa1a	12.7469
dppa2	16.48133
dppa3	4.78386
dppach3	0
dppb	3321.9852800000012
dppb_1	0
dppb1	0
dppb2	8.48995
dppb_4	0
dppb_5	0
dppbch2	0
dppc	2159.9723000000004
dppc_1	28.5051
dppc1	7.488630000000001
dppc_2	0
dppc2	31.911100000000005
dppcch2	0
dppcch3	83.22792
dppd	496.32718000000006
dppd1	36.06317
dppd2	0
dppdch2	0
dppdch3	0
dppe	23.82696
dppf	927.71233
dppf1	0
dppf2	0
dppfch2	0
dppfch3	0
dppx	0
dpra	2598.118210000001
dpre1	83.54120999999999
dpre2	0
dprx	0
dps	194.65442
dps1	0
dps2	0
dpsa	8.36585
dpsa2	31.4891
dpx	29.643349999999998
dpy19l1	0
dpy19l2	0
dpy19l3	0
dpy19l4	0
dpy-30	0
dpy30	8.87458
dpyd	0
dpys	5.81701
dpysl2	10.08895
dpysl3	0
dpysl4	0
dpysl5	0
dqx1	0
dr0488	181.71456
dr1	0
dr1793	10.7558
draa	967.6402900000002
drag	110.65978000000001
drag1	7.6609300000000005
drag2	0
dram1	26.08339
dram2	38.4472
drap1	0
drc1	0
drd5	0
dre2	6.10965
dreb2a	0
dreb3	0
dredd	0
dref	0
drg	5.61364
drg1	6.18854
drg2	21.6525
drga	11.578
drm2	0
drn-1	0
drnk	0
drosha	0
drp	31.97858
drp2	0
drp35	0
drp4a	0
drpr	0
drra	305.28600000000006
drra_1	0
drra1	0
drra_2	0
drra_3	0
drrb	0
drrc	0
drs1	0
drs2	0
drt100	0
dsa	0
dsa2	0
dsb	2914.2745400000003
dsba	2774.73399
dsba_1	0
dsbb	6444.661313
dsbb2	0
dsbc	2104.6406200000006
dsbd	6671.805190000006
dsbd_2	0
dsbe	1604.1090499999998
dsbf	18.42802
dsbg	0
dsbh	48.56604
dsbi	0
dsbj	0
dsbl	0
dscam	0
dscc1	0
dscr3	19.07782
dsd	24.2989
dsda	0
dsdc	0
dsdx	0
dse	0
dsel	0
dsf	0
dska	54.741530000000004
dsp	0
dsp1	0
dsra	7.70511
dsrb	359.22923
dsrc	0
dsre	270.21061
dsrf	185.68301999999997
dsrh	0
dsrj	261.44021999999995
dsrk	328.48268
dsrl	0
dsrm	388.14257
dsro	0
dsrp	46.2093
dsrr	224.35528999999997
dsrs	25.943199999999997
dss4	0
dst	0
dstn	0
dstyk	0
dsvb	0
dsx	0
dszd	0
dtd	5410.990350000006
dtd1	113.2502
dtd2	0
dtd3	40.296170000000004
dtda	1157.7897600000001
dthadh	0
dthd1	0
dtl	2.95421
dtml	5.77039
dtna	0
dtnbp1	0
dtpa	2.9375
dtpb	0
dtpd	0
dtpt	443.42499999999995
dtwd1	0
dtwd2	0
dtx1	0
dtx2	0
dtx3	3.19577
dtx3l	0
dtymk	5.6693
duf6	29.082880000000003
duf667	8.77905
dug3	0
dukb	0
dun1	0
duox1	0
duox2	0
dupd1	5.85537
dur3	0
dur4	0
dus	3563.2066800000002
dus1	0
dus1l	0
dus2	6.83902
dus3	4.64305
dus3l	0
dus4	0
dus4l	0
dusa	6646.035530000009
dusa1	871.6506599999999
dusb	2672.482409999998
dusc	219.3678
dusp1	0
dusp10	0
dusp11	0
dusp12	0
dusp13	0
dusp14	0
dusp15	0
dusp16	0
dusp18	0
dusp19	0
dusp2	0
dusp21	0
dusp22	5.65437
dusp23	0
dusp26	47.66359
dusp27	0
dusp28	11.5936
dusp3	0
dusp4	0
dusp5	0
dusp6	0
dusp7	0
dusp8	0
dusp9	0
dut	11707.499700000004
dut1	67.92992
dux4	0
duxa	0
dve-1	0
dvl2	0
dvl3	0
dvr	12.84905
dwf1	0
dxo	0
dxps	0
dxps3	0
dxr	7065.415239999997
dxs	12472.696569999996
dxs1	0
dxs_2	0
dxs2	0
dxs_3	16.7194
dydc1	0
dydc2	0
dyf-11	0
dym	0
dyn-1	0
dyn1	2.80881
dyn2	0
dync1h1	0
dync1i1	0
dync1i2	0
dync1li1	0
dync1li2	0
dync2h1	0
dync2li1	0
dynll1	0
dynll2	0
dynlrb1	0
dynlrb2	0
dynlt1	0
dynlt3	0
dyp	7.78283
dyp1	0
dyrk1a	0
dyrk1b	0
dyrk2	0
dyrk3	0
dyrk4	0
dys	653.7204499999999
dys-1	0
dys1	410.83002000000005
dys-2	0
dysf	0
dyx1c1	6.21848
dzank1	0
dzip1	0
dzip1l	0
dzip3	0
e2f1	0
e2f2	0
e2f3	0
e2f4	0
e2f5	0
e2f6	0
e2f7	0
e2f8	0
e4f1	0
e75	0
ea10	0
eae	0
eaeh	0
eaf1	0
eaf2	0
eaf3	0
eaf6	0
eaf7	0
eal	0
eam	0
eama	279.0242
eama_1	0
eama1	0
eama_2	24.019979999999997
eama2	0
eamb	560.1869
eamb_2	0
eanr	0
eapa	0
eapp	0
ears2	7.41584
easa	0
easd	0
easg	0
eat	11.74684
eb1	2.81855
ebf1	0
ebf2	0
ebf3	0
ebf4	0
ebfc	0
ebga	22.0096
ebgc	0
ebgr	0
ebh	375.01854999999995
ebig1770	22.388199999999998
ebig1844	7.51231
ebna1bp2	0
ebp	0
ebp1	0
ebp2	0
ebpl	0
ebps	0
ebra	0
ebrb	24.8431
ebs1	0
ebsc	53.001180000000005
eca1	4.04826
eca2	0
ecaa	15.170180000000002
ecab	51.0249
ecca1	0
ecca3	0
ecca5	0
eccb	0
eccb1	0
eccca	0
eccd	0
eccd1	0
eccd2	0
eccd4	0
ecce1	0
ecce3	0
ecd	2.58414
ece1	0
ece2	10.0311
ecel1	0
ecfa	24.13224
ecfa1	56.5015
ecfa2	0
ecfe	5.91213
ecfg	374.35925
ecfr	0
ecft	12.47705
ech	9.95335
ech1	301.77958
ech2	72.77600000000001
ech3	0
ech4	97.78570999999998
ech-8	0
echa	92.75789999999999
echa1	11.9598
echa10	11.18564
echa10_1	6.40794
echa1_1	11.590879999999999
echa11	41.13339
echa11_1	0
echa12	16.53992
echa12_1	166.05157
echa12_2	0
echa13	5.6226
echa14	51.770529999999994
echa15	21.4607
echa16	5.55799
echa16_1	20.4212
echa17	70.83436999999999
echa18	0
echa19	88.85787
echa2	5.23796
echa20	54.899820000000005
echa21	100.70381
echa3	185.46375999999998
echa3_1	0
echa4	73.05092
echa4_1	0
echa5	24.924570000000003
echa6	90.23266000000001
echa7	25.05057
echa8	55.34932
echa8_1	33.298300000000005
echa8_2	73.59009
echa8_3	0
echa8_4	84.38645
echa8_5	8.95143
echa8_6	125.58499
echa8_7	12.052430000000001
echa9	14.75186
echdc	4362.457519999999
echdc1	2.76023
echdc2	9.860980000000001
echdc3	19.2913
echf	0
echs1	39.12044
eci1	511.64230000000003
eci2	20.33134
ecm14	0
ecm15	0
ecm16	0
ecm18	0
ecm2	0
ecm27	293.24309000000005
ecm29	0
ecm3	0
ecm31	75.81908
ecm33	0
ecm39	8.55818
ecm4	61.4652
ecm42	27.1206
ecm5	3.79896
ecna	0
ecna1	0
ecna2	0
ecnab	0
ecnb	0
eco	25.955
ecorir	5.06951
ecorvr	0
ecpc	0
ecpd	0
ecs2460	0
ecsa	383.16262000000006
ecsa_1	3.61235
ecsa_2	9.87063
ecsa_3	0
ecsb	0
ecsit	0
ect11	0
ect2	0
ect2l	0
ect3	0
ect7	0
ect9	0
ecta	0
ectb	0
ectc	18.67608
ectd	250.47126999999998
ectp	0
eda	2966.9235299999973
eda14	0
edc3	0
edc4	3.63246
edd	2080.1266400000004
edem1	0
edem2	0
edem3	0
edf1	15.087019999999999
edil3	10.7481
edr1	0
edrf1	0
eds1	0
eds5	0
eea1	0
eed	0
eef1a1	0
eef1a2	0
eef1b2	0
eef1d	0
eef1e1	0
eef1g	0
eef2	0
eef2k	0
eefc	0
eefr	0
eefsec	0
eepd1	10.3133
ef1a-f2	0
ef1b	1607.0302000000004
ef1bgamma1	0
efa-6	0
efb1	0
efcab1	0
efcab10	3.99299
efcab11	0
efcab13	0
efcab2	0
efcab3	3.48462
efcab4a	0
efcab5	0
efcab6	0
efcab7	0
efcab8	0
efcab9	0
efe	144.34260000000003
efe_1	111.87720999999999
efeb	2.64912
efemp1	0
efemp2	0
efen	0
efeo	0
efeu	42.7796
efeu_1	79.79092
eff	8.71948
effd	0
efg1	0
efhb	11.965409999999999
efhc1	0
efhc2	0
efhd1	0
efhd2	0
efm4	20.197
efm5	3.61094
efm6	0
efm7	0
efnb2	0
efp	10648.856819999995
efp-1	16.86338
efp1	0
efp2	0
efpa	0
efr	0
efr3	0
efr3a	0
efr3b	0
eft2	0
eftb	0
efts	56.68921
ef-tu	2.16968
eftu-2	0
eftud1	0
eftud2	1.86916
eg:23e12.2	0
egd1	0
egd2	0
egf	0
egfl6	0
egfl7	0
egfl8	0
egflam	0
egfr	0
egg	0
egl	0
egl-23	0
egl3	3.62476
egl-44	0
eglb	0
egld	0
egln1	0
egln2	0
egln3	0
egls	74.5824
egr1	0
egr4	0
egsa	1263.52054
egta	38.18759
egtb	228.36974
egtc	188.03239
egtd	281.56997000000007
egte	22.53726
egy1	0
egy2	0
egy3	0
ehan	0
ehaq	0
ehar	0
ehba	0
ehbl	0
ehbn	0
ehbp1	0
ehbp1l1	0
ehd1	0
ehd2	0
ehd3	106.6844
ehd4	8.24332
ehhadh	79.20827
ehmt1	5.48938
ehmt2	12.90436
ehpr	0
ehra-2	0
ehrc	0
ehrd	0
ehrl	0
ehrs	0
eht1	0
ehua	0
ehub	601.7323699999998
ehuc	514.25821
ehud	103.45608
ei24	0
eif1	0
eif-1a	4.37736
eif1a	378.56107999999995
eif1a-2	426.0281
eif1ad	0
eif1ax	0
eif1b	0
eif2a	396.75127999999995
eif2ak1	0
eif2ak2	6.24466
eif2ak3	0
eif2ak4	10.0514
eif2b	707.54494
eif2b1	0
eif2b2	0
eif2b3	0
eif2b4	0
eif2b5	0
eif2d	0
eif2g	705.58305
eif-2gamma	0
eif2s1	0
eif2s2	0
eif2s3	0
eif3a	0
eif3b	0
eif3c	0
eif3d	0
eif3e	0
eif3f	5.20605
eif3g	0
eif3h	4.00596
eif3i	0
eif3j	0
eif3k	0
eif3l	0
eif3m	0
eif-4a	0
eif4a1	0
eif4a2	0
eif4a3	16.25517
eif-4b	0
eif4b	0
eif4e	7.16024
eif4e1	0
eif4e1b	0
eif4e2	0
eif4e3	0
eif4ebp2	0
eif4g	4.53846
eif4g1	0
eif4g2	0
eif4g3	0
eif4h	0
eif5	0
eif5a	1297.1620900000003
eif5a2	5.51302
eif5b	0
eif6	1408.4226200000003
eif(iso)4e	11.9122
ein2	0
eis	0
eis1	0
elaa	3246.2726600000005
elab	8.55503
elac	0
elac1	0
elac2	0
elad	0
elane	0
elavl1	0
elavl3	10.7872
elavl4	4.57303
elbb	221.92832
elc1	0
elf1	0
elf2	0
elf4	2.20664
elfn1	0
eli3-2	0
elip	92.41908000000001
elip1	0
elk1	0
elk3	0
ell2	0
elmo1	0
elmo2	0
elmo3	0
elmod1	0
elmod2	0
elmod3	0
elmr	0
elmsan1	0
elo2	0
elof1	0
elovl2	0
elovl3	0
elovl4	0
elovl5	0
elovl6	0
elovl7	0
elp-1	0
elp1	0
elp2	5.03391
elp3	8.17073
elp4	0
elp6	0
elrf	16.88157
elspbp1	0
eltd1	0
emb	0
emb2219	0
emba	0
embb	0
embc	0
embr	0
embr_3	0
emc1	0
emc10	0
emc2	0
emc3	0
emc4	0
emc6	0
emc7	0
emc8	0
emc9	0
eme1	7.141
eme2	0
emg1	0
emi1	0
emi5	0
emilin1	0
emilin2	5.55949
eml1	0
eml2	0
eml3	0
eml4	0
eml5	24.7726
eml6	2.76184
emp24	0
emr1	0
emr2	0
emra	67.4655
emra_1	0
emra1	0
emra2	0
emrb	100.57534000000001
emrb_1	6.48971
emrb1	0
emrb_2	0
emrb_3	0
emrd	0
emre	337.83872
emrr	0
emry	12.0651
emta	0
en2	0
ena2	0
enah	3.51163
enc	0
enc1	0
end3	0
enda	543.59073
endod1	0
endof1	168.56421
endof2	0
endog	0
endou	0
endov	0
enga	7.10836
engase	0
engb	6694.667730000004
engd	0
engxca	0
enha_1	0
enha_2	0
enha_4	0
enhb	0
enhb_2	0
enhc	46.75825999999999
enkd1	8.76373
enkur	0
eno	11494.343859999994
eno1	17.44061
eno_2	2.83835
eno2	0
eno3	0
eno4	0
enol	0
enol-1	43.328089999999996
enoph1	0
enosf1	75.65982
enp1	0
enp2	0
enpep	0
enpp	0
enpp1	0
enpp2	0
enpp3	0
enpp4	8.13327
enpp5	85.39956000000001
enpp6	0
enpp7	0
enr	0
ensa	0
ent-3	0
ent3	0
enta	6.33612
entb	27.34665
entb1	147.72383000000002
entb2	8.3563
entc	1510.8264399999994
entd	10.603
ente	23.865340000000003
entf	8.83982
enth	152.466
enthd1	0
enthd2	0
entpd1	0
entpd2	0
entpd3	0
entpd4	0
entpd5	0
entpd6	0
entpd7	6.71502
entpd8	0
ents	0
ents_1	27.225659999999998
env7	0
envc	3215.5359400000007
envc_1	19.347649999999998
envc_2	18.2497
enve	43.865939999999995
envz	4171.749060000001
envz_1	0
eny2	0
eogt	0
eos2	0
ep300	0
ep400	0
epao	0
epap	0
epar	0
epb41l2	0
epb41l3	0
epb41l4a	0
epb41l4b	0
epb42	0
epc1	0
epd	408.43046999999996
epf1	77.17737
epf2	0
epg5	0
eph	0
epha	350.23301000000004
epha1	0
epha10	0
epha2	0
epha3	0
epha4	0
epha5	0
epha6	0
epha7	0
epha8	0
ephb	38.04862
ephb1	0
ephb2	0
ephb3	0
ephb4	0
ephb6	0
ephc	10.547
ephd	27.77498
ephe	0
ephf	0
ephg	17.01696
ephx1	284.18516
ephx2	47.31986
ephx3	0
ephx4	16.27548
epi-1	23.8579
epl1	0
epm2a	0
epm2aip1	0
epma	974.5994999999999
epmb	679.3533699999999
epmc	0
epn1	0
epn2	0
epn3	0
eppin	8.54331
eppk1	0
epr	67.97994
epr1	0
epra1	0
eprs	5.25509
eps-15	0
eps15	0
eps15l1	0
eps8	0
eps8l2	0
eps8l3	0
epsa	0
epsb	22.04187
epsc	114.72009
epsd	276.0663599999999
epse	44.95629
epse1	0
epse2	0
epsf	78.44955
epsg	25.8158
epsh	68.99983999999999
epsi	0
epsilontry	0
epsj	53.86199
epsj1	0
epsj_2	0
epsj2	11.6821
epsk	30.102000000000004
epsl	87.94128
epsm	55.86467
epsn	106.88176000000001
epso	0
epsp	8.46005
epsr	0
epst	0
epsu	8.51759
epsv	12.0352
ept1	0
epta	367.13318999999996
eptb	15.4183
epx	0
era	7008.976830000001
eral1	0
erap1	0
erap2	0
erb1	9.70065
erbb2	0
erbb2ip	0
erbb3	0
erbb4	0
erc1	0
erc2	0
ercc1	0
ercc2	0
ercc3	0
ercc4	0
ercc5	0
ercc6	0
ercc6l	0
ercc6l2	0
ercc8	4.30781
erd1	0
erd2	0
erd2a	0
erd4	0
erd6	0
ereb1	0
ereb3	0
erf1	0
erf1-1	0
erf1-2	0
erf2	0
erf5	0
erf7	0
erfk	71.42494
erg	0
erg1	0
erg10	3.16807
erg11	0
erg12	0
erg13	0
erg2	0
erg20	0
erg24	3.90093
erg25	0
erg26	23.75514
erg27	0
erg28	0
erg3	253.2827
erg4	5.38657
erg5	2.48527
erg6	4.00599
erg7	0
erg8	0
erg9	4.05024
ergic1	0
ergic2	0
ergic3	0
erh	0
eri1	0
eri2	0
eri3	0
eric	88.47310999999999
erich2	0
erich3	0
erich6	0
erlec1	0
erlin1	0
erlin2	0
erma	57.2723
ermard	0
ermc	38.74285
ermd	0
erme	0
ermp1	0
ermsf	0
ern1	0
ern2	0
ero1	0
ero1l	0
ero1lb	0
erp	0
erp1	0
erp27	0
erp29	0
erp44	0
erp60	0
erpa	7445.527460000003
erpa2	0
ert1	0
erv1	20.28126
erv14	0
erv25	0
erv29	0
erv46	3.48686
erya	63.3617
erya_3	0
eryb	363.17721000000006
erybii	0
erybiii	24.39109
eryc	217.13695999999996
eryciv	0
erycvi	17.28396
eryd	89.75091999999998
eryf	0
eryk	54.0349
esa1	0
esaa	0
esc2	0
esc4	0
escc	0
esco1	3.54891
esco2	0
esd	16.60397
esf1	0
esf2	0
esm1	0
eso1	0
esp1	1.73025
espb	0
espd	0
espg3	0
espi	0
espk	65.64448
espl1	0
espn	0
espnl	0
espr	0
esr1	0
esrp1	0
esrp2	0
esrrb	0
essc	3.88307
est	103.60214
est2	0
est-6	0
esta	406.39227000000005
esta1	40.6539
esta3	74.19411
estb	1499.3896399999996
estc	960.0964
ests	111.05063000000001
estx	0
esxb	0
esxg	0
esxh	0
esxn	0
esxp	0
esxt	0
esxu	0
esyt1	3.32477
esyt2	0
esyt3	0
etatry	0
etf	3676.8119699999993
etf1	28.17182
etfa	9218.29701999999
etfa-1	0
etfa_1	0
etfa1	0
etfa-2	0
etfa2	0
etfa-5	20.3184
etfa-7	0
etfb	10021.104849999998
etfb-1	0
etfb1	9.7263
etfb2	0
etfb-3	0
etfb-5	0
etfb-7	242.67550000000003
etfd	1559.6899299999998
etfdh	19.359180000000002
etf-qo	34.9506
etfqo	0
etha	267.19909
ethd	11.3412
ethe1	63.546
ethr	0
etnk1	0
etnk2	0
etnppl	0
etp	0
etr1	7.21418
etr2	0
etr3	3.36683
ets1	0
ets2	0
etv1	0
etv3	0
euo	0
euta	2049.013180000001
eutb	186.16363
eutbc	0
eutc	170.47518
eutd	3429.9759599999984
eute	479.5320300000001
eutg	50.94897
euth	0
eutj	0
eutk	0
eutl	0
eutm	0
eutn	23.197960000000002
eutp	10.96149
eutq	30.387569999999997
eutr	0
euts	0
eva1a	0
evbh	0
eve1	0
evga	0
evgs	0
evi5	0
evi5l	0
evl	0
evpa	0
evpb	48.9502
evpf	15.5999
evx1	0
ewsr1	0
ex1	0
ex2	0
exaa	194.00118999999998
exaa1	0
exab	0
